Level Name,Creator,Song,ID,Tier,Enjoyment
DEVIOUS,whlt,Ape Weekend - Mountain Mambo,82373243,13.64,8.44
Destination 19,bosjoker,*Angel Of Destiny* / ZeRo BaSs,82382742,20.29,6.29
darling scarlet sky,dragnalus,Moon Groove,82388666,6.50,7.57
STARSHIPS,GDSkele,Six Hour Starship,82427310,3.93,5.05
Altos Adventure,GD Charz,Plummet,82442669,1.67,7.30
Hangout,Straightforward,IAHN - Winter Vacation (Original Mix),82444998,3.97,5.64
GOOD KARMA,a2susie,Ghost Cat Ride A Sk8board,82455539,8.75,5.90
SMITHEREENS,orots,WOW!! 2!! THE SEQUEL!!,82493638,17.71,6.46
Pureness Of Nature,Th3HungVN,Purity,82495121,3.64,5.92
HyperDrive,Pluggg,~EnV~Heaven Rd. 2 (Ng mix),82500244,15.96,7.00
Erou,JonathanGD,Veva,82510517,2.93,7.98
Ethereal overload,Julo139,Deathro - Through the Eye of a Prism [csx42 Remix],82526134,3.25,6.85
MAGIC TOUCH,Unbipentium,Badland,82534159,18.50,3.00
Mayhem,LordVadercraft,Cheetahmen (Action 52),82544060,N/A,N/A
Intelligent testing,adafka,GAYCORE (2008),82550944,4.00,5.08
Break The Rules,MazZedy,SQUARE PERCEPTION - ROCK ON,82560305,5.75,7.28
Aguzki,SAWFIT,WALKMAN,82560640,2.54,5.89
PG Clubstep Rebirth,X2004,Clubstep,82564680,18.57,4.83
Desolated,Noppler,Desolation,82572617,9.51,7.50
factry,BALTZ,Warzone [Unfinished],82573813,5.06,6.88
Double Fireball,Unstoppable0357,{dj-N} Thermodynamix,82575128,6.69,8.80
Future On Track,theixn,DJVI - Back On Track (DirtyPaws Remix),82587931,18.00,6.33
My Time,Blueskiii,Bo En- My Time [8 bit] (Short Ver.) - OMORI,82595578,16.92,7.96
Voided,JustXSoos,Creo - Dark Tides,82598548,21.28,7.54
foggy morning,HiyaJemma,Need some study music?,82599323,17.38,7.43
Steel Flash,SoulzGaming,ParagonX9 - Infiltration,82605676,9.38,7.93
The Art of the Blade,mbed,Bushido Blade,82606722,N/A,N/A
GRIT,fr3dmc,Bossfight - Grit,82608821,5.36,7.14
Nocturnal,fawksgdd,Quartzone & L.M. - Inutilia,82614693,2.83,5.15
Wifelinloof,AlvaroRH99,EDEXY - Ravers,82618299,2.39,7.08
Boblo Adventure,MonsterVP,-Alleyboss-,82620233,12.60,7.78
Lets glow,LaserSword33,-Electroman adventures-,82620343,13.00,6.33
HEAT,BrainETR,Bossfight - Warp,82622155,4.53,7.61
down paradise,kolorbok,Teminite - Thundering Typhoons,82622349,6.00,3.54
POINTBREAK,xenoremu,Breaking Point,82624251,1.97,6.84
Smoke Signals,DarkCacti,Peace in Threes,82629562,2.00,6.90
Mike The Best,MikeWheelerFan,Ashes [Disciple Round Table],82634432,2.76,6.88
Gotts,DreamTide,Flirt Flirt Oh It Hurts,82663422,19.33,6.17
TAURINE,Vadi,think about it ???? ~,82671886,18.82,8.05
Alpine,TheBlackHell,Rutra - Glow Mind,82678911,4.02,6.94
loneliness,OONestorOO,Hana-Be / ~??~,82683424,4.25,4.63
LILA SENAP,Pettsu,Geoxor - Bloodlust,82705726,2.78,7.70
No Mans Land,BlackRoseTeam,Dovax - Desert Bounce,82735727,11.51,5.36
Framework,Agat3,framew0rk,82748921,29.25,7.25
Plummet,Vicolor,Plummet,82749804,17.58,6.59
Megalovania,ViperArctarus,Megalovania (Rmx) Loop,82751607,18.00,4.50
EweelWorld,Eweel,-Clutterfunk Part 2-,82753580,5.67,7.67
Mip II,Silouute,Geoplex - Florescence,82755027,1.42,6.41
LYN3TTE,NotJoeBiden,NIGHT,82772188,3.38,4.69
a tribute to effects,pludee,Chaoz Fantasy Romos Remix,82778322,2.95,6.68
Endless Descent,Ph4lip,Endless Embrace Remake,82804029,3.22,7.32
MikuMikuMikuMiku,OddMod,FractureClutter x BouncyYak - Pandemonium,82824219,17.31,6.88
GHOSTBUSTERS,Custi,Ghostbusters Theme (Remix),82840612,2.80,6.84
Wack Attack,connot,-Precarious-,82841589,11.15,7.50
Skybound,BufiBoopi,Skybound,82855728,3.89,6.33
SCAMPER,thazm,Voluto,82883301,19.60,4.50
Underwater Ruins,Johburger,"~8,760 Hours",82894951,16.61,7.29
Final Conflux,DriftGMD,Distayne - Overworld,82945531,14.79,5.71
Fantasy Lux,1u49,1991 REEBOK PUMPS (demo),82955990,1.31,7.20
Mecha interface,Cinemat,-Hyperspin-,82963221,17.00,8.00
Workzone,SophPaprika,-Sinking Feeling-,82965477,6.21,8.25
antic star,ImMaxX1,SUNSCREECH - antic star,82975375,4.46,5.94
Not a Phobia,EnZore,GobSmacked & Piracle - Phobia,82977900,2.95,6.82
aquilegia,AirSavage,Victory [Trap],82980374,4.20,6.00
EYES FONE,Alphirox,{Midnight},82990422,2.22,7.79
Blast Burn,Wr3nch,Final Boss,82995562,7.36,7.11
Darkness Within,Uranox,underscores - the city with no wind,83006797,3.07,6.92
WORSHIP,NixinityFeralRF,WORSHIP,83018204,15.69,7.46
WORD GAME,phylactic,Koraii - Scarlet,83019263,5.61,8.15
BONUS ROUND,Darwin,-Arcade Punk-,83021088,7.99,6.92
Atlantica,sercoons,Polargeist,83023427,4.86,6.21
BISMARCK,Inex,Talurre - Ascending,83025300,4.82,7.34
Sweet Splash,CUBICCC,Abyss of destiny,83058116,4.13,6.82
Moon,zYuko,Moon,83059349,19.83,4.00
A Star Is Born,Moffe,SuperMarioGalaxy-Star Festival,83060018,7.80,6.00
BOMB,CheezIts4D1nner,Jumpie & Throwback - Drop,83066201,2.79,6.65
Dash Madness,iRozz,TheFatRat - Rise Up,83074062,8.73,6.91
TORNADO,BIANOX,Puzzle Cat,83098728,21.98,8.22
hate wonduu,wonduu,NSFW,83102095,17.33,6.63
Fast Forward,SleyGD,---Spiders---,83102123,19.43,7.71
Nightshade,YakobNugget,Space Telecom,83107375,30.17,9.00
Floating Maze,YoReid,Inerasable Memories,83107945,23.40,9.33
CHEXTMIX,KittKittay,ultima.,83108698,4.66,8.04
Thumper,Nico99,-Thumper-,83119412,2.63,6.90
Neon Bliss,WarningGoat,meganeko - Space Magic (Vault Kid Remix),83124429,3.49,5.82
jarvis demon map,robotchief,-Control: Mind-,83144000,4.99,6.16
PORT LOUIS,ephyf,Pastel Bayside Freeway,83153420,2.01,6.68
Absolute Garbage,bli,Warzone [Unfinished],83158255,1.98,8.65
Apollo 11,nasgubb,A Tiny Spaceships Final Missi,83164497,28.38,7.38
Contra,AirForce,Bossfight - Nock Em,83180549,2.26,5.93
You Can Rest Now,LegoLime,Infinity Zone,83182503,3.37,7.18
WoahSonic,Wulzy,F-777 - Viper (Full),83198674,16.77,7.71
August 2022,Janucha,Creo - We Can Dream,83202464,12.15,6.77
credits,pocke,Credits,83204161,9.96,8.00
Ruler of Everything,ASBCHazel,Tally Hall - Ruler of Everything (Cover),83204544,24.67,7.33
Malevolent Maelstrom,Aimbotter2123,Can't Let Go,83214961,23.00,8.00
Apocalypse Hour,Hyenaedon,End of the World,83217028,7.57,5.00
ioah,cs0,Valhalla,83227136,7.29,3.00
passers by,ryli06,Fake Smiles,83230995,15.50,3.00
memories,ImMaxX1,Dex Arson - Bipolar,83235400,27.00,7.75
virtual world,hoopyglue,six impala - EPSILON LOVE,83241295,15.89,7.42
PABRIK,R4NGER,It Takes Me (feat. Waylon Reavis),83256789,5.87,7.00
since i met you,skywalker14,s.i.m.y.,83259251,1.72,7.98
Freedom Is A Lie,iIRedCatIi,PANDA EYES - BROKEN,83265357,7.21,9.37
Reunite,GDSkele,Burning Summer,83268944,22.75,3.25
BoomBuBiBi,AudieoVisual,Milkshake - [Bossfight Remix],83270254,2.77,6.93
Starboom,J0eyOnGD,Time to Go,83289571,2.81,5.75
Whammy,Starbom,Homophobic Penguins,83290622,3.71,7.68
1 Train,kodex360,128,83292647,6.87,7.81
Caput Mundi,RoyalP,Deo Volente,83294687,1.81,7.66
Lutetia,LaserSword33,M2U - Gypsytronic (KayozKun Remix),83296274,5.90,7.30
Fellow Phobia,kyder,possible alternative arrangement,83298273,23.00,9.33
Blastoff,Koopazu,Liftoff,83300843,7.50,7.43
Shape Of The Sun,Panya0208,Creo - Shape of the Sun,83306378,18.18,7.78
EVERGLADE,lGenoxide,crystallized,83309243,7.83,7.29
Xin Chao,Magpipe,Singularity,83315343,2.79,7.53
Koenigstein,Woom,Return To Slime (ft. SixteenInMono),83320529,3.13,7.73
Ruta del Sol,TroxxP1,Idyllic,83323273,3.69,8.09
Asadal,Seokso,Exyl - MOAI [OLD MIX],83323659,6.72,7.60
Fizzy Fossils,Jghost,Teminite - Hot Fizz,83323867,3.58,6.42
Lost in Greece,iZappeR,TRANS AGENDA,83324400,3.44,6.21
Xanadu,Mangosteen,Lockyn + Karaplex - Wanderer (Instrumental),83324930,3.86,7.25
Hypercharged,Vitrial,Ninox,83325053,10.33,5.00
Mil Noches,Nikce,ALL NIGHT LONG,83325180,2.01,7.55
Chimera,VERSU5,Bass Knight,83325475,20.60,6.40
Dualies,Gablor,Duality,83327980,27.00,8.00
PROTOFLICKER,ewop,Onion666 x SPURME - Imoistar Termination,83340498,25.52,7.60
U235,oleki,X-1200,83357887,23.01,8.23
slope inc,DoliaX,Febbs! - Exivilia,83364232,12.29,6.77
Hot Wheelers,MikeWheelerFan,"Kaval, Dr. Ushuu, Everbeing & Distayne - Your Touch",83384354,2.75,5.81
SUPERCHARGE,Elvii,MDK & meganeko - Supercharge,83388701,2.79,6.65
Sleepwalker,vismuth,Scourge of The Universe,83410727,4.01,7.11
Triadic Trials,Hero3210,{Rose} Remastered,83421663,25.67,7.33
CHARGE,Cypherr,BAD TRIP,83426697,2.57,6.93
Recess,Sands,-Ricochet Love-,83428841,13.53,7.12
MY SONG,lGenoxide,The Undertakers Daughter instrumental,83431859,16.12,7.79
ThumpGrinder,64x,-ThumpGrinder-,83434113,8.00,5.50
WELL RESTED,cometface,Kero Kero Bonito - Well Rested (Uvi Remix),83444471,6.92,7.77
Dreamfully,Ka1sa,Creo - We Can Dream,83444609,20.35,7.36
Mongol Tyvshin,iMonikaa,Shruggle - Prismatic,83445906,2.08,5.13
CTRL C,sAziUr,-Control: Crowd-,83450319,5.20,7.24
HELLWALKER,Zidnes,bloodletting,83463213,2.07,7.23
BLAST FANTASY,DangerKat,Like a Blast!,83475944,3.73,6.59
Dormant,64x,-Dormant-,83543340,8.85,7.28
Shipcretes Eltiny,nmth14gp,ez electro rap beat,83561236,7.49,7.54
Totem,Kivvvi,Bossfight - Sovereign,83570278,22.87,7.73
WEE WEE,galofuf,Pursuit,83571562,2.26,8.30
EYESTRIKE,AudieoVisual,Empyrean,83591265,9.16,7.43
The Zero Point,Wentex,EnV - Uprise,83593349,3.83,7.76
Pathos Pathway,Carminius,~EnV~Heaven Rd. 3,83594010,2.81,7.00
no concept,NesiaL,Strangers,83600822,16.15,4.00
Colorful Oblivion,RealSmartish,Creo - Red Haze,83620412,2.44,7.88
chaotic evil,llertt,With Gun & Burger,83635872,15.48,7.85
Party Rock Anthem,awesomeme360,{Frozen},83658556,21.00,7.23
Wild Rose,Galaxxyss,Remember How To Live,83676299,26.00,7.09
Satellite,fursona,System Split - F-777,83676485,18.00,6.67
Edge of the World,L4TeZk,Catalyze,83697006,31.17,7.75
super kontik,vARIKOZ,Pablo Minibar,83698783,25.00,1.00
Frantic Show,Starbom,-The show-,83726325,5.42,8.64
1326C,mordroc7,Pandemonium,83730530,11.76,7.91
Bips and Bops,Destriv,-Color Blockade-,83763012,4.00,6.11
Thauma,Faun,underscores - the city with no wind,83780814,1.24,6.68
Miscellaneous Memory,Enfur,Time Machine,83801688,21.22,7.47
Overtime,KlaurosssS,Overtime - remake by Airtime,83825373,23.01,7.78
Body Jammer,itisgreatandfun,-Body Jammer-,83828782,16.21,8.11
Dreams,titoalper,Creo - Reflections,83835964,4.88,4.60
Flipping a Coin,PAHC,meganeko & Rymdkraft - Astro Soda (PLOMPCORE REMIX),83851639,2.98,5.41
Dark Matter,xSmokes,Dark Angel - F-777,83862752,17.47,5.71
Effulgent,AlbachungusGD,Zo,83863798,13.55,7.55
Shiverburn,threelia,Maze of Vignere Square,83888772,16.25,7.25
Wxyz,Alpheia,Summer Breeze,83902039,2.93,6.69
ELLIPSISM,Swib,Momentum,83914474,31.00,5.50
Papiroflexium,CUBICCC,?????? (Royal Azalea),83940954,1.77,8.07
Mulp,Mulpan,Bossfight - Warp,83941297,7.18,8.46
RUHM,Lightning78,The Wellerman Sea Shanty Metal,83945032,1.82,8.40
pulsation,SpranktonGD,Heartbeat,83948570,20.83,4.83
Cersia Madness,Cersia,Stereo Madness,83969616,31.00,3.00
Epsilon,ItzMezzo,DuoCore - Endorphins,84005021,8.00,7.57
Snap to Grid,universedevon,Jumper,84035083,11.99,4.90
Windborn,Anya21,Geoplex - Windborn,84057079,2.95,6.86
4uck,iNubble,pearlbluesoul,84062060,11.95,8.07
Cloud Nine,SoDaZ,Creo - Reflections,84064573,18.35,9.00
FREEEEEEEEEEEEEEEEEE,DarkCacti,Soaring over,84065336,7.01,7.43
ultrash0ck,euphria,Rymdkraft - Kesobomb,84089569,1.87,6.27
SZYSLAK,Zeniux,Sharks - Embers,84114885,31.50,8.50
rosedynamix,rosewa,Xtrullor - Supernova,84140347,26.50,8.00
DVS Is My Beloved,MaxxoRMeN,s.i.m.y.,84176366,3.98,7.46
Massa Atmosphera,JuanxflidYT,Massa Atmospherra,84192903,11.50,7.00
Quentiam II,Qventiam,Corkscrew - Hazard,84197775,1.92,6.45
Antares,Stotch,Creo - Exoplanet,84262151,15.49,6.00
Khonsu,7ak,Bury the Sun,84265103,6.43,5.25
The  Place,Insidee,Nightmogs theme,84265500,15.60,8.29
DreamScape,LifeCheck0,Tunnel Vision,84285168,3.38,6.83
7 PM,Serponge,Santa-chans Winter Wonderland Adventure,84299938,5.26,6.97
DAMAGE,N1mda,-Control: Damage-,84324862,15.83,6.82
TROLLMACHINE,TROLLM4CHINE,KSLV - Override (remix for TROLLMACHINE),84325817,21.84,8.35
Retreat,Wyntaee,guitars a lot,84330502,7.00,8.50
Daydream,Whippie37,Creo - We Can Dream,84331609,3.89,6.82
Decay,KiwiPenguin,Nanotech Delights,84354027,20.73,8.18
TrtureD HearT,JHYMHMHY,Ravitex & TeslaX - Tortured Heart,84360525,4.42,6.73
HypnagogiA,569Zilla,-Body Jammer-,84373979,9.24,7.92
Iridescence,Polarbeahr,Just Run With It,84384739,3.19,6.71
MANIC,BowtieGD,cYsmix - Manic,84386388,7.13,7.74
Stomp The Ground,pavvvv,Stomping Ground,84388590,9.00,4.20
Audacious,gluewis,EnV - Valiant,84399065,4.80,6.37
Brightest Melody,iITNCIi,Cellar Door,84413124,14.08,7.56
IGOR,SwagMasta001,IGOR Cover,84413686,7.08,7.13
spidin around,Akunakunn,Blue Sky,84420929,18.00,7.13
Evercharging,Edooox,cYsmix - Aumetra the Witch (Radio Edit),84435319,16.51,6.67
Krakens Curse,FrostDragonGD,Teminite - Raise The Black Flag,84441400,8.00,6.34
Nature Dreams,Kacurroo,Pagoda,84460591,19.00,8.25
Ayyy024,shnitzle,desperate,84462720,5.92,7.65
MadnessDynamix,Starbom,Stereo Madness,84483351,7.28,6.40
RADIUM,JerkRat,Pulchra (How it Began LP),84489308,5.78,7.52
Hephaestus,DiamondDemon935,Creo - Exoplanet,84500556,6.27,7.56
Clover,bosjoker,DJ-M Ah_Ri_Rang (RMX),84503538,3.21,5.78
no jokes,theParadoxTeam,BEST DROP OF ALL TIME,84507862,32.33,6.00
Thundering Pulse,Zaphii,-ThunderZone v2-,84509830,3.33,7.75
Zaphes Back Yard,Zacanaii,-Race around the world-,84579346,20.25,6.67
FRACTURED,Maniliax,~NK~ Fracture,84580325,18.00,7.50
Leffe LeiffSkY,LeifY,Cant let go (erdze Remix),84597069,14.15,6.15
Sparkworks,SStartDash,Machine Overlord - EliteFerrex & Sunnexo,84600737,1.84,7.13
Digital Action,FatesG,"Lights, Camera, Action! Remix",84605480,9.16,3.67
Skin Liquefier,Tommasso,-Meltdown-,84644959,9.20,7.60
Pirate Afterparty,Vojin007,Teminite - Pirate Afterparty,84658896,12.33,6.00
Goofi Industri,GDTicLos,F-777 - Super Duper,84666355,1.27,6.41
Descent,MaxK,Bossfight - Helmut Haunter,84693848,2.93,5.42
Hanakotoba,J0eyOnGD,Arrival,84711301,6.00,7.50
ElectroRush,SleyGD,I Forgor (ft. IllogicalR),84712200,17.00,8.00
Zaphkiel,SincejastlrXD,Zaphkiel,84722820,11.88,7.30
Gaming,Polarbeahr,I Like Your Face,84765340,22.00,6.00
Cat Planet,IcEDCave,cYsmix - Eden,84766628,22.86,5.67
Prolegomeno,mishy,{dj-N} I Cant Believe Its Not Riddim!,84774613,18.50,3.75
Bitcrusher,SleyGD,Project Zero,84791108,29.00,5.00
Black Reaper,Anya21,Sparkler,84800021,2.79,7.32
KINGSLAYER,motheye,8bit Kingslayer,84813026,23.08,7.67
U L T R A   W I D E,J27Blaze,Worlds Colliding,84815242,12.24,8.52
Blurred Face,Angel Z,Surface,84819334,19.25,5.00
Kebon,DrimpGD,Nameless Traveler (Espionage),84821411,2.59,7.36
Manic Machine,TwisterDude161,Armageddon,84829178,22.73,7.86
Alternate,LeoGinN,Epilogue,84839901,6.00,7.00
distal corridor,shodai1128,proX?ima,84847786,1.04,7.04
Cosmic Cluster,AlrexX,Paracosm,84849805,21.00,7.00
DARKNESS,Thund3rKnight77,Crystal River,84862047,4.18,7.22
eggo,Zipixbox,Jomekka - Eighto,84865177,19.20,7.80
Maze o Myst,eKaLass1e,The Falling Mysts,84920672,15.50,9.17
DREAMING,TrueInverse,Snowy roads,84937326,23.00,5.00
YANDL II,LudiumGD,Pulsar,84941130,2.92,7.18
Reality Bang,ZatexDoom,ELEPS - Fake Reality (Original Mix),84943678,1.93,6.85
SICKEN,LandonGMD,Avenza - Wicked,84943942,4.26,6.12
Sushi Glitch,GDSkele,{dj-N} The Beginning of Time,84948268,6.00,4.25
ConFusion,DreamZoneGD,-Control: Sentiment-,84960998,28.60,8.80
cave of heart,ImMaxX1,SUNSCREECH - cave of heart,84983693,23.60,5.80
Repent,MisterBean,Rampant,85041374,8.28,8.04
Dreams,Kapycta999,A New Energy - F-777,85052828,29.00,6.00
Darma,WoundedGalaxy,Graphene,85059148,11.75,7.00
Detonate,Dan1el256,Milky Ways Redux,85076376,15.36,6.36
Solstice,swoli,The Falling Mysts,85085685,23.00,7.00
poocubed,Liisp,EspiDev - Parfait,85133223,N/A,N/A
Mechanical RootS,stanstanmansan,Mechanical Roots,85143676,9.71,7.80
Cherry Blossom,cherryteam,cYsmix - Phone Me First,85146968,3.15,6.27
GachiHYPER,KerbX,Bassgasm,85147447,4.79,6.00
Haunted ClubStep,Raivolt,-Haunted woods-,85148065,15.75,5.57
BRKMGB8GJCZ,robotchief,Blue Expanse,85153230,30.00,6.00
keygen,sycor,Keygen,85176458,14.78,4.89
BlackAndWhite,whytheworst,Gloomy,85179204,16.57,5.86
No Time To Die,MrSpaghetti,I Got No Time,85182933,5.10,7.37
STICKS FOR BONES,koko43,springsong,85219126,27.00,4.00
ABLAZE,zowl,Creo - Red Haze,85225698,14.90,6.17
Gentlemens Clique,Alphirox,3rd Prototype - Get In,85231431,N/A,N/A
Afterparty,AleXins,Teminite - Pirate Afterparty,85234817,3.83,6.97
Hexaria,Puri1,Hexagon Force,85237145,5.71,7.29
White Album,JAVP,waiting room.,85242343,20.34,5.83
mbedsundifficult,mbedsun,Dr. Finkelfrackens Cure,85246582,8.14,7.85
FEEL,Renn241,Feel,85252871,18.53,7.07
Candy Cane,Dartling,Pixie Crust,85266830,13.18,6.75
The Lost Empire,Krimtow,Iron Princess,85290227,9.40,5.67
HELIX,LGgd,R.E.M. III,85292370,23.67,4.00
ThomaS,SotoFon,Thomas the Dank Engine.,85296320,8.48,6.81
The Cellar Path,JamAttack,-Field of memories-,85317764,26.54,8.50
bury the sun,MCres,Bury the Sun,85319867,9.60,6.33
Crummy,MUGNA,SAHAQUIEL,85351023,2.57,7.04
billie jeans,SirWafel,Sleep,85380480,4.19,7.08
Stereo Extremeness,vortrox,Stereo Madness,85383554,27.50,5.00
outpost zimonja,mangut,Outpost Zimonja,85383696,3.00,6.76
Dub,OilPanic,Tendo,85392414,4.68,6.59
Edelweiss,hexitine,Avalanche,85393418,27.94,7.00
850,OzzeL2,Doctor Thunder - 2020 Remaster,85399121,1.20,6.89
TIME TO GO,SuperIg,ALESDA! - Time to Go,85416665,19.75,8.25
Launchpad Labyrinth,Moffe,Monstrous Turtles!,85426437,N/A,N/A
Sculptures,flash,Forgotten Bridges,85457952,6.03,8.11
Blussnes,Adriam71,Geoxor - Blusk,85466058,1.73,7.03
New Again,Floofle,Flashburn pres. SONOS - w i n t e r w a v e,85469944,2.09,6.00
stardust,bydaydream,Virtual Riot & Modestep - This Could Be Us feat. FRANK ZUMMO (Sharks Remix),85484725,16.00,6.00
Last Station,PikaSempai,RedWire ~ Train Of Thought [ORIGINAL MIX],85492715,21.77,7.54
RUTHLESS,SurJaco,Avalanche,85612571,32.00,10.00
Demonic Realms,FrostDragonGD,Creo - Crystallize,85617039,7.06,7.95
Risk,creeperus,Teminite - A New Dawn,85623804,11.25,7.00
Astral Prism,Szilu,Bossfight - Milky Ways,85624519,4.12,6.93
lemon,Wolvyy,Malancolie,85630782,16.80,7.09
Blast Bismuth,LillyVX,Terminal Break,85632533,7.44,7.83
ph0ne m3 f1rst,Pizazzy,cYsmix - Phone Me First,85634553,3.35,7.35
polar,orots,Polargeist,85665630,7.28,7.25
Horros,Shrc,Spaze - Arrival Demo,85670310,32.00,5.00
slp,romanzinin,-Precarious-,85689139,8.13,8.00
We of the future,truongwf,re:????,85689619,2.69,6.84
HurrikkaN,PiksC,Hurricane Dimension,85690453,9.50,5.50
Iodine,Sr3k,Creo - Slow Down,85695827,4.74,7.08
GANGIMARI,64x,GANGIMARI,85698971,23.17,7.00
The Chain,fitatfi,-Control: Crowd-,85699075,20.06,6.10
Vers,Niney1,Vers (GD Edit),85719364,18.00,7.33
Lightopolis,Belphox,Euro Light,85732550,9.08,7.80
Silky Chaos,ZubwaR,KLYDIX - Promise,85755914,3.51,5.56
The Festival,Texic,The Dark,85818846,2.03,6.24
Quirky Sniffler,Nezzieverse,cYsmix - Disco Bawls,85857410,7.80,4.75
Hubert Jenkins,BoBoBoBoBoBoBo,Goa Codex,85910990,15.73,7.82
till Doomsday,iITesseractIi,How to Take Complete Control of Everything and Everyone,85912665,6.05,7.84
tbh,SirPotat,Face Against The Gardin,85914870,19.22,5.56
QVxxN,Brighty,04 Catalysm,85924408,17.60,7.00
Silhouette Summit,Nicki1202,-Clutterfunk Part 2-,85928041,3.01,7.39
Constellation,oleki,imaginary flowers,85928957,4.26,8.45
Lost Love,TheBlackHell,GHOSTS,85933508,20.80,8.58
Aksion,Imjum,Level One,85937779,21.27,6.31
Shotgun,SpinStudios,EDEXY - Riot,85972099,21.73,7.47
The Unbinding,kDarko,Monstrous Turtles!,85997081,14.65,8.38
VILE CHASM,ToastLord,The Filthy Mind (ft. SixteenInMono),86005813,9.50,8.13
Toxicity,Azuvy,Bossfight - Mescalink,86007574,2.90,6.44
mem,benissad,Athletics,86012077,13.73,7.63
Cosmic Rush,0xNano,Daydreamer,86012792,3.01,6.67
Kyouki,Demishio,Creo - Crazy,86018142,35.00,10.00
Danksgiving,Koopazu,-Race around the world-,86032977,14.59,8.06
zpomalit dolu,jogyz,Creo - Slow Down,86034910,5.98,8.00
The Mainframe,notlsa,Reas,86050887,28.00,7.50
Radiant Funk,Starbom,-Viscid-,86052392,7.12,8.50
Callisto,L4TeZk,Europa,86069819,24.00,9.00
LIMBO,MindCap,NH22 - Isolation,86084399,35.00,8.60
BREADBOARD,Sillow,Lit Fuse,86089487,17.55,6.25
Like I said,JamesRamirez08,PANDA EYES - DAKARA,86107536,2.80,4.89
Ww,OttoForYou,Feel,86114805,8.88,7.06
my voicebox,Polarizing,180 shots a minute,86132822,1.19,5.39
Silent ClubX Rebirth,BrainETR,Insurgent [MSB] (NGADM),86155700,6.88,7.25
ZENITH,ExIIImE,Skybreak & Nytrix - Our Moving Picture,86183466,3.15,5.65
ASHES,xHeiDax,ashes 3.1,86196054,30.00,10.00
FAULTY CODE,TheRealXFuture,Unused Assets,86230468,23.00,10.00
UMBRA,BowtieGD,"Bossfight, JT Roach & RUNN - Shadow",86231070,6.78,7.33
Faded Dream,DreamTide,Creo - Wavelight,86233175,26.54,7.36
Pixel Rush,INVU,-Run!-,86233756,14.00,5.60
TouchDown,Lorserix,Now Were Talkin,86237239,2.86,6.87
Yarr komp,Megaman9,Yarr komp,86261012,2.87,7.06
SorryForPartyRocking,awesomeme360,{Event Horizon} fixed,86263198,23.72,7.56
Boreas,DiamondDemon935,Dimension,86282138,20.71,6.86
Cluster Dust,CyberBT,Rift Race (Original Mix),86283504,17.00,5.25
HEX MASTERS MANOR,Custi,Hexennacht ~P~,86284711,20.00,8.00
Nightmare Chasm,Zeptoz,Dark Matter,86291702,28.67,9.00
THE DAYS,erquillo1,Windows96 - Rituals,86293338,7.19,8.43
Twee,PAHC,-Fuzzy-,86312182,1.76,6.45
FOUR WHEEL DRIVE,Split72,mania.,86315312,2.85,7.21
Drop Box Ii,DaCooki3,Monstrous Turtles!,86326257,15.71,8.86
Vantablack 130,ElectricNJ,N 130 JLL,86326804,12.25,8.27
THE LIMIT,skywalker14,THE LIMIT (Fawks Remix),86356350,9.70,6.00
CLEAR,Orue,Master Of The Ducks,86372586,4.76,5.93
GRINDS MY GEARS,Split72,YOU ARE WEAK,86380329,6.61,6.59
Tidal Wave,OniLinkGD,Tidal Wave(Shiawase VIP rmx),86407629,N/A,N/A
Neo,connot,Daydreamer,86409349,3.05,7.15
Knights of Thunder,HangerLord,DuoCore - Dignity,86412942,32.00,8.31
Power of Life,DrimpGD,Koraii - Sanctuary,86432213,2.04,5.57
Mulpan and More,Mulpan,Rairiku & Redeilia - Oreinologism,86475989,6.25,6.93
