Level Name,Creator,Song,ID,Tier,Enjoyment
AIR SUPPLY,cometface,~:Windglass:~,78945916,1.78,7.45
Hot Coffee MachinE,stanstanmansan,{Hollow Man} [NG Cut],78951948,18.14,8.00
SemiCircles,MisterBean,-=My Future=-,78964835,4.89,6.94
Space voyager,ch4rlie03,Sky Voyager,78970022,2.02,6.89
Trigger Dungeon,JuNiOr202,Escape Route,78976279,13.00,3.00
Backlines,gdParallax,[ Electro ] Frontlines,78985906,15.32,6.47
Nano Lights,NateFH,nano love,78990485,14.10,7.79
Black Flag,NEKONGAMES,Rum n Bass,79006927,27.66,8.50
Subshixa,Agils,Bossfight x Ephixa - Subside,79008266,1.79,7.03
SnowFall Fiesta,Dorami,IAHN - Winter Vacation (Original Mix),79023478,27.00,8.50
SpaceTime,SleyGD,Neurocore,79027348,7.33,6.21
Red Strings,pugmaster706,Strangers,79046821,6.50,7.33
Dunalina,Buziris,Forgotten Desert,79052011,5.95,7.27
Barbaros Finale,Moffe,GaMetal - Count Cannoli,79054135,24.16,6.11
Sky island,IceKeyHammer,Spacing Out,79054252,12.17,7.33
Lmao,MazZedy,-Clownparty remix-,79075904,16.17,7.38
LuminouStar,PlayMaker77,Luminous Flower (???),79096242,1.88,6.83
Hot Hot,CHIR0,Hot,79104247,3.28,5.67
Celestial Caverns,Th04,Winterbliss,79106348,6.36,7.07
Phantasmagoria,Janucha,Phantasmagoria - Zenovia,79142469,21.33,3.60
I Wanna Tell Ya,Hedgefox,00,79144750,15.91,7.60
EKO,PureDinoMight,Epilogue,79146983,24.00,7.07
zhen shen,IvashkaUA,"~8,760 Hours",79162678,7.67,5.71
Stellights,ReHanniel,Lockyn + Karaplex - Wanderer (Instrumental),79169333,8.12,7.54
reactor,sSolsta,[SJ] Blast Furnace,79169589,5.81,7.67
Make it Better,syndd,Chakra,79180912,15.29,7.40
flea,Subwoofer,The Spanish Flea,79182381,5.81,6.57
spazzzz,InKyyGD,CYBERCONXTRUCT,79189296,3.83,5.56
Glaint,ImSoto,Glint,79208931,3.08,6.69
Umbra,CelesteGMD,Paper Skies & Azuria Sky - Broken,79222740,10.11,5.63
Hollowing,iITesseractIi,hollowing,79224367,5.60,7.33
sharp edges,plexx001,Asleep Atop An Atom,79224515,4.22,6.00
BRAINPOWER,BrainETR,ALESDA! - Ryujin,79238456,5.87,8.29
SWIGGITY SWOOTY,Lightning78,Vairo - Storm (Timmy 360 Remix),79241744,8.43,8.00
vaenstep,vaen,---Fury---,79242390,27.08,9.08
Quantum Dynamix,GrenadeofTacos,{dj-N} Electrodynamix,79244693,30.00,4.00
Born Survivor,Mulpan,Shirobon - Born Survivor,79252567,3.09,7.19
i love lasagna,koko43,just a taste,79270749,14.82,8.81
Futurelocked,Optation,Deadlocked,79286413,2.96,7.15
Cosmic Cluster,Jopotv,Synchronality of Immeasurable Galaxy Clusters,79303282,7.27,8.33
ANiMA,BridgetTheCroco,Calamity Gate,79304295,2.16,7.29
Ion,Kyhros,Infertehno,79322759,8.20,6.00
brisbaN,cordeaux,something for now,79329883,14.87,7.33
Break Free,Darixen,Teminite - Break Free,79338052,2.76,6.61
Redscale,iRozz,Pandemonium,79349850,11.09,7.55
METAL TEST,cometface,Daily Routines,79353871,11.13,8.11
Dora Mode,Earthum,Neple - Dorami (feat.Dorami),79357896,15.40,8.13
Broken Reality,Tsuzuito,Spaze - Awakening,79360104,13.91,8.89
Call it what u want,twigxcabaret,Falling Stars,79384628,10.72,7.47
MOTHMELONS,Valentlne,Windows96 - Deep Swim,79428382,19.55,7.99
arcenciel,superblooms,brt,79429515,3.29,6.63
NeRUaL,Moffer,Jiving Jolly,79473624,23.67,7.33
The Moon Below,Onvil,Clair de Lune,79484035,27.86,8.17
Hand Eyelids,Viot,Synchronality of Immeasurable Galaxy Clusters,79484722,4.99,8.68
First Frontier,FreakEd7,Panda Eyes & Teminite - Adventure Time,79486213,4.69,7.21
HamDuck Vortex,kr1j,~NK~ Fear Me (NGADm Entry),79489649,4.21,6.11
Nuforh,Rimexon,Bastion (Xtrullor Remix),79514074,16.00,7.50
Gnorf,Halme1,Plants Vs Zombies OST - Grasswalk (Remix),79537831,2.80,7.44
Vociferous,Renn241,- Cord Cutter -,79546293,21.50,9.00
Mariana,ArtsiBurn,re:????,79548377,18.27,7.00
Ruins,JamesRamirez08,?????? (Royal Azalea),79564946,3.17,6.44
DKCR,felixitron,Law of the Jungle,79567949,6.38,6.00
THE LAUNCH,xyuns,"Burning Vessel, Ready for Takeoff",79575587,4.85,8.11
Magic Mushroom Mania,TropoGD,Nadir,79584803,4.11,5.36
Swirly Easter,GamerKnight750,-Swirl!-,79586440,4.24,5.62
ZIG,fenk,The Milky Bossa,79601086,5.98,6.68
ConTroller,DreamZoneGD,-Control: Damage-,79619086,31.06,8.80
Lucid,Emily419,Living Dream,79637805,2.10,7.17
Synthstep,GlintZ,Clubstep,79646024,1.94,7.27
jarvisgoestothegym,vonic,-Grind District-,79650989,9.62,7.61
bb circles,MindCap,BawJreaker reamix,79654838,10.70,6.63
Hydrangea,B1ueberry,Creo - Ballistic Funk,79655559,9.88,8.06
Masochism,Xinpa,I Like Your Face,79665466,25.17,5.67
UNLIMITED,DangerKat,Teminite & PsoGnar - Surface Tension,79672578,3.86,6.40
FUNKED UP,Voxicat,Teminite - Rise And Shine,79687657,2.12,7.63
Born Survivor,Splinter25,Shirobon - Born Survivor,79691289,2.17,8.18
Danza Massacrante,Edooox,Flock,79700901,3.76,7.41
MyMisery,motheye,swans have no teeth,79702587,11.33,5.25
interstellar,DivideNick,Geoxor - Aurora,79708492,4.22,5.71
theyaremanycolors,Renn241,"R~ ""Death Rift"" (NGADM round 1)",79747970,13.98,8.00
Blossom And Bloom,ThunderBat,EspiDev - Reverie,79756672,1.08,6.89
Fever,Wav,Hot,79763306,2.11,6.47
Prisma,Kaii07,Khora - Supernova,79770564,1.05,6.22
Aerial Gleam,EndLevel,NK - Jawbreaker,79771070,33.50,2.50
Tenshi,MYKM,Eternal Star,79790590,12.00,5.67
Cerebral Torment,SirPotatOwO,Manure,79807331,21.26,6.00
True Nightmares,DeoxLite,ELEPS - SENJATA (DUBSTEP),79829184,8.35,4.63
sakura zensen,ocksie,Sky Blue,79838280,9.75,6.75
SkullduGGerY,alkali,Teminite - Raise The Black Flag,79840720,2.07,8.05
Assembly,Unbipentium,-Grind District-,79846755,3.50,6.00
Star Flower,KriticSoul,Dream Flower (????),79848235,2.29,5.38
Mehdi,Carminius,Abyss 2 - F-777,79862130,12.16,6.68
Out of Mind,syndd,Creo - Crazy,79905280,16.81,7.15
Brutal Calamity,Whirl,"Raw, Unfiltered Calamity",79910473,8.97,7.70
SEASIDE HILL,Sillow,Sonic Heroes - Seaside Hill and Ocean Palace [ROCK],79914375,8.90,2.60
Jesse Pinkman,Renn241,Lets Stomp!,79918576,32.04,7.38
Dole Damos,Jeyzor,OOoohh,79922944,27.75,7.80
Molendinum,NukeIIX,frite2,79933666,2.69,7.11
Deep Down,eopc,Deep Down,79938449,7.63,7.57
Skywanderers,TheBlackHell,Skywanderers,79947145,15.13,6.58
Flower Spark,kelemsk,Lanterns,79957435,11.27,7.36
RETRO BLITZ,Danke,1up Muncher,79958107,3.24,7.05
Arpeggi,ImMaxX1,Arpeggi (for ImMaxX1),79970980,11.17,8.19
Jumping Zone,Starbom,~NK~ Problematic,79975094,3.70,6.82
Shardscapes,ItzKiba,Creo - Slow Down,79997992,32.36,6.64
Amethyst Aura,Tassium,Creo - Aura,79999983,16.83,5.60
EIKOSI,The Goola,Code Veronica,80013149,2.50,7.98
C4R CR45H,N17R00000000000,"Bring Me The Horizon - Die4U (six impala ""DiE6u"" remix)",80013423,11.54,6.76
grandfather,mangut,bloodletting,80020638,4.74,7.56
Moneko,yuhi0707,Geoxor - Moneko,80032344,2.34,8.38
Mischief Maker,YunHaSeu14,Happy Jive,80033619,3.97,7.67
5 Star Crest,Hychie,~:Fallen Skies:~,80035038,1.96,7.00
Ocean Rush,Serponge,Bittersweet,80044470,7.11,6.10
SNALE FORCE,pocke,Hexagon Force,80055017,2.57,6.35
Clubgethon II,charifma,DJ-Nate Clubstep (Geeser Remix),80063520,3.84,6.22
Combo Breaker,Rowanm,-Combo Breaker-,80071923,3.89,7.32
Rad Radio,RadiationV2,-RadioCutter-,80096067,11.15,8.00
Draft Theory,Bizaare,Jet Set,80123214,1.16,7.33
I N S I D E,Crystal CM,"By Day, By Night",80128324,8.10,6.85
Guide Me,oleki,"~8,760 Hours",80131918,1.79,7.51
Flowing Creativity,leodash10102003,Sparkopedtjnst For You,80146024,1.88,6.08
The Hell Nutz,TheLasaga,Polargeist,80146646,30.50,6.50
love hurts,OONestorOO,JoarZ - Red Roses (Original Mix),80153698,9.68,6.05
LongHunter,Sendent,CYBERCONXTRUCT,80155667,1.75,7.75
Behold,Seokso,M83 - Midnight City (Echorift Cover),80165559,3.20,7.59
Quadratic Chamber,fruitsnack,The Quadratic Function of a Banana,80166345,10.21,6.45
Quaoar,ViPriN,Quaoar,80177488,23.92,6.81
Turbo Overdrive,N3moProd,Flashburn - White Aurora Majoris,80180301,18.32,7.59
Stone Rising,FreezeDash,Grizzly(WIP),80186968,8.00,7.67
Energizer,syndd,FlashYizz - Vision,80202147,16.95,7.24
Let The Beat Go,FatesG,Teminite - Work,80215815,4.20,5.60
CRUSH,Subwoofer,Dirt Devil (Final Fantasy VI),80218929,2.93,6.76
In Dreamscape,Duffz,Obelisk,80235017,3.18,5.92
To The Moon,HazukiClub,To The Moon,80243744,3.67,6.41
Platinum Frame,BridgetTheCroco,More Than Words,80249977,1.83,6.42
OneAttempt,TheRealXFuture,mines.ogg (unused),80252396,26.00,7.50
PARADOX DETECTED,PICAAAAAA,Hook Echo,80257348,2.84,5.94
SPEED,MrTurtles37,-Lightspeed-,80257622,5.08,6.63
Noradrenaline,Drewch,DuoCore - Endorphins,80268259,15.47,7.52
ULT,An Gyung,~NK~ Fracture,80278274,11.02,6.00
Data Stream,ZingerX,Pink Sand,80289988,10.45,7.44
IthacropoliX,BIGMAC77,-Stalker-,80293947,N/A,N/A
Aquariq,HaryantoGD,Atlantis,80297890,2.65,6.43
ChimiChanGa,AlvaroRH99,grow,80304449,8.63,7.93
Chido,iMortlex,ColBreakz - Gold Ring,80319629,4.00,6.88
Sugoi Space,KinakoGMD,Geoxor & SVRGE - DEAD,80320061,4.71,5.60
Reanimate,ilnm,Warak - Reanimate (Remix),80335620,21.36,7.58
Utility,nmth14gp,TheFatRat - Unity,80342624,7.85,6.42
Mean Streak,Raivolt,-Killstealer-,80356801,8.90,6.89
overload,N1mda,I Like Your Face,80364245,6.92,7.48
Tsipras,Darite,Futuristic Funkiness,80370596,3.59,6.67
Duration,Alpheia,Stop Time [Future DnB],80387492,2.86,6.72
Slapshot,KerbX,Wicked VIP,80414693,1.94,6.95
footnotes,spark,hellooo wowowow,80414998,16.05,9.21
Pilipinas,tisYuurei,"Magsaya, Sayaw!",80431008,2.25,7.06
MAYMORY,ItzKiba,Gem Setter OST - 06 Antiparallelogram (ft. 1f1n1ty),80433444,2.00,7.38
Skele Force,GDSkele,-Octagon Force-,80435232,6.86,5.33
Twilight Starlight,KoromiGD,Geoxor - Twilight,80435482,1.94,6.57
noise,YoWSticK,Bossfight - Mescalink,80440411,9.74,6.58
Unused assets,twigxcabaret,Unused Assets,80447535,8.62,8.00
Clover II,bosjoker,German Hard Trance (Full Mix),80464670,17.64,5.80
Hypno,Koopazu,KDrew - Bullseye (Desx Flip),80487759,3.68,7.59
dEf,sAziUr,ParagonX9 - Defection,80489571,4.49,7.12
Deadline,pyrtsune,Stay Inside Me,80506463,2.27,6.39
Insane Techniques,Exorsus12,zvn - Calentito de Queso,80529928,27.50,1.50
DraiR,iIsane,Aether,80554177,4.76,6.73
HEMI,X1RON,PANDA EYES - ANTIPIXEL,80560662,5.27,8.20
mayan,Solvable95,Shredageddon,80565100,8.67,6.67
in canon,cordeaux,Broken Shell,80575901,19.93,8.21
Gustavo Fring,Renn241,Crystal River,80585951,31.33,6.33
burn to dust,crazyllama,"Smooth, Very Smooth",80588137,24.00,7.22
TechnoPulse,NoFlix,Punyaso x ELEPS x Colbreakz x Mahi - Super Roulette,80604648,4.11,6.27
die very rough,AirSavage,think about it ???? ~,80622292,4.27,6.15
Le Fishe,PrankOrigami,11:27,80647754,24.08,5.46
Cove,Cosmicss,Dawphin - Adventure,80654321,3.70,6.23
Twenty four Hours,TopMaksim,Bubbles,80659665,3.86,6.10
Refulgent,Hadronic,Glittering Shores,80663480,15.83,5.50
Queerios,GrenadeofTacos,Smooooch  A -piano form-,80671416,14.25,5.41
LockDown,Apstrom,Teminite & PsoGnar - Rally The Troops,80679986,3.07,6.26
Dancing Moonman,XxJ0SHxX,Dancing Moonman,80688784,1.71,8.41
You Gotta,Vizitek,Helzspring - You gotta,80692142,4.14,6.28
Ninobytte,PikaSempai,Ninox,80698918,24.00,8.00
Nou,itSko,PANDA EYES - ANTIPIXEL,80717751,2.17,6.66
Fuze II,ZenthicAlpha,Talurre - Ascending,80727197,9.96,7.42
PURE VALE,Custi,Monster Hunter: World - Rotten Vale,80735278,23.50,8.00
Trandafir,SoDemUp,Mandragora,80735687,15.23,7.36
Shadows of Dawn,Ghotstav,Dimension,80736286,8.30,8.15
ORBJECT,Mulpan,NH22 - Isolation,80740310,18.72,7.29
Floo,Lucoz,Creo - Flow,80741511,5.00,6.24
Flawless fall,Jeikins,Creo - Idolize,80752934,6.82,5.38
Mass Production,Optation,Warzone [Unfinished],80754589,3.84,6.65
dance partay,Fofii,-Thumper-,80758004,3.05,6.77
We The People,Umbraleviathan,Scattermind - Polarprism (Me),80771172,1.22,6.59
the terminator,skywalker14,Hows It Been?,80774022,2.75,7.32
Permafrost Mountain,5ta1ker,Faux Tales - Beacon,80790301,1.57,5.18
DXRK BLUE,64x,Skorde X Rviden DXRK BLUE,80798994,5.20,7.27
Lunatic Nightmares,SigRp,Lunatic Princess (Raigon Mix),80811179,12.01,7.27
Hana,Iiwosii,Tera,80815520,3.83,6.67
herujuana,Zhiana,Sharkatzor,80828558,3.86,7.40
Sidewalk,Codex,-StreetWise-,80853350,4.49,5.51
Mystic Thrills,LudiumGD,NEON THRILLS,80855405,5.17,7.92
PONG,Jasii,Tumba Ping Pong Song,80866617,5.38,7.03
Collab Level,MindCap,Through The Looking Glass - Remix (october update),80868922,6.62,5.91
Wyvern Realm,iIsane,Time Machine,80882111,5.17,6.42
Dreams Wash Away,MUGNA,LIKE A DREAM,80893049,1.93,6.31
HELLGATE,iIsane,Theory of Everything,80894729,13.25,7.50
DREAM NEVER SEEN,NotCyanide,Bit Breaker,80906353,4.37,7.67
Dailen,iIRedCatIi,soft,80929627,4.48,6.33
Swirling Swing,Carminius,Phazd,80935415,2.12,6.47
Fervor,Destriv,Geoplex - Reignite,80937467,11.43,7.40
stamina,drane,BEEs,80944885,8.84,7.44
CITRA,GateMount,Killer-FX - When This Is Over,80966089,32.00,8.64
Eraser,LChaseR,Pursuit,80966929,19.32,6.50
Binary,JamieZz,TheFatRat - Electrified,80977518,12.91,6.78
rorriM,Shocksidian,NOVEMBER,80983470,17.11,8.44
aster,Polarizing,Sunshard [polarprism edit],80987708,3.82,5.81
Haunty Halls,ItzElectrix,Ghosts of Haunted Halls,80994187,13.40,8.25
lost beneath,denberZ,Warak - Reanimate (Remix),80994362,11.97,7.00
GG,Mulpan,Cloned,80998327,1.01,7.10
kaleidoscope,DataGhost,"demon child, obsessed with peace",80999273,14.32,7.69
YeeSangHaeYo,LEOPUS,Calm Craggy Area (1f1n1ty Remix),81010355,22.50,5.00
walter white,Renn241,1077,81011195,N/A,N/A
Chromance,Guviking,Avalanche,81021213,1.69,7.88
Lightspeed,pentix,-Lightspeed-,81026757,12.00,N/A
Polygonal Paradox,Hypno74,Creo - Showdown,81041659,27.14,8.14
Auroral Bloom,Loltad,Creo - Aurora,81043147,19.20,8.79
Shamrock Peak,royen,Dry Out,81061872,9.67,6.00
Triptych,bpdoles,Blossoming,81062838,2.86,6.56
Mechanic Hyperforce,JSeb,-Ricochet Love-,81081933,4.00,6.29
Atomic,RealSmartish,Illusion of space,81088606,4.82,8.00
Star World,CarlosArt16,Skybreak & Keskuda - Summit,81091186,16.12,8.66
NullPtr,memMari,This Song Means Nothing,81095598,4.43,6.50
Supertask,skungang,-= Death From Above =-,81102689,16.60,5.79
Jamais Vu,OuroiX,Jamais Vu,81103792,5.31,7.62
sacred guild,DogGoesWoof,Theory of Everything,81107508,19.60,8.00
Nunri,Szilu,Detious & Lockyn - Allure,81107735,30.00,10.00
HyperSystem,VanDerVals,Hyperspatial,81112144,8.08,7.40
Swingbit Brawl,Howler,-Swing-Bit Brawl-,81132916,8.00,6.25
Vanilla Lime Maroon,shnitzle,==(Hammock Song)==,81136160,11.91,8.36
The Hallucination,SyQual,The Hallucination,81139702,35.00,10.00
starfall,7ak,stndrds,81145071,5.12,6.30
Sweater Weather,VelYT,Sweater Weather (Dako Remix),81148582,20.28,7.38
Effect II,MrSupremeGD,Cellar Door,81149042,28.00,7.50
grenate,Grenate,Discovery,81155420,1.18,7.76
Baseline,KerbX,-Chaotic-,81160012,1.25,6.66
devoid,ryli06,do not go gentle into that goodnight,81161308,25.29,9.00
dimension,Jorgem1gue7,Dimension,81162638,7.60,7.52
Pulp,logiking,Lockyn + Karaplex - Wanderer (Instrumental),81168338,6.14,6.83
atop monrai,ImMaxX1,SUNSCREECH - atop monrai,81184180,11.53,6.53
FUGACIOUS II,IIAnubisI,Time Travel (w/ Retrograde),81186977,1.89,7.77
Mucho Fuego,vonic,Hot,81189627,18.57,8.50
A very wacky level,SouneX,Geoxor - Galaxy,81206634,2.91,6.06
Fiery Conviction,thexxuser,xKore - Showdown,81211129,16.20,7.74
SUPER FURIA,AVRG,---Malware---,81218331,19.50,7.83
CDX9,SirWafel,Redoomed,81229172,10.86,6.43
Spectrofull,102stile,Neurocore,81236129,10.33,7.20
Blood Caves,EstraGMD,zami - arctic,81251976,4.23,7.38
Rainbow Ride,Earthum,Ardolf - Mirage,81253839,2.56,7.10
Anya III,Anya21,Geoxor - Virtual,81257586,20.85,6.96
JUMPER LEVEL,Brighty,Jumper,81259239,4.06,6.14
Conduit,roihu3M,Guarded,81260156,11.00,8.00
cant forgot,Wyntaee,I Know That Voice,81278667,9.60,7.67
Disaster Dive,Rustam,Teminite - Earthquake,81280541,25.67,6.33
the interlude,ThunderBat,Empress,81280825,3.07,6.82
Motorbreath,TwisterDude161,Motorbreath is the best extreme demon by TwisterDude161 drop a like (this message was approved by dn,81281891,23.94,8.50
Street Funk,ssalt,-Swing-Bit Brawl-,81295652,3.85,7.04
Chromatic Winter,LifeCheck0,The Future Is Now,81351691,15.09,5.09
SETTLE FOR LESS,RedWire,replacement song 1 (test),81358362,15.25,8.75
MMMMM,FGHJapan,� M,81360233,6.04,6.44
maeon,GayFurryMaster,In The Tigers Den,81365900,11.57,5.25
RANDOM ACCESS MEMORY,Acute144,Shirobon - Fox,81372683,30.67,7.67
reeses potentially,SubStra,Johnny Castaway,81372788,31.00,2.00
Loochiverse,Nerhy,Voluto,81373023,30.10,7.67
watch the throne,RatQuesadilla,Sunlit Thunderscapes,81374245,14.34,6.46
Forsaken Reality,edenharley,Bouncy BitHouse,81377553,18.50,5.00
Envirion,DeathValleyII,Things Grow Here (longplay),81377748,3.89,6.40
PXTTXRN SXXKXR,Viot,Empress,81391957,2.03,8.95
FluffnFloof,EdwynLam,In The Tigers Den,81396967,16.78,7.56
Midori,gdxeox,Next Adventure,81404714,18.63,6.57
Dysphoria,IceboxOG,Creo - We Can Dream,81413188,19.26,6.64
Spaces Forgotten,Terraform,Quaoar,81428833,13.06,7.80
Raisins,Airzyy,MAIN BREAKER,81429222,28.60,3.80
Future Chaos,neoraptor,Little Flame,81435156,28.00,8.00
by mulpan,Mulpan,A Tiny Spaceships Final Missi,81449508,2.15,6.23
Down Unda,Danzmen,Teminite - Thundering Typhoons,81451870,1.30,7.89
19 step,Dartling,Xtrullor - Supernova,81460556,16.09,4.09
Neonize,LucyGMD,From Air,81477702,3.70,6.16
Tripping Diving,Carminius,Whirligigs,81480122,2.04,6.64
Lets Groove,InKyyGD,Dancing Moonman,81481578,4.38,5.60
JEK P0KKKK,Madeln,C?o?s?m?i?c? H?a?n?d?,81482522,11.58,8.62
Froot Lupes,dolphe,DirtyPaws - Rotten Core (Original Mix),81483974,6.61,5.50
Virtual Stigmata,xepheron,Surrender (Original Mix),81487788,N/A,N/A
no time,redracer,no time for real life,81493932,9.88,6.40
Graphite World,GangstaSpongebo,[J] - Digital Factory,81518815,23.00,10.00
Shmarley Ville,Renn241,CATCH THAT EMERALD!,81535535,30.09,8.58
The Sulphur Sea,YoReid,Disco Dancing Caravan Camping,81548163,26.60,9.27
RTX ON,TypicalGMD,Kimchi Stew,81549790,21.63,6.63
BRAINDAMAGE,BrainETR,Exyl - Egg,81566874,17.71,8.00
High Flo,SpooFy,CRUSHROOM KINGDOM,81571309,4.03,7.48
Technicolor,SSaturM,-BlastProcess-,81573217,16.16,3.56
Florid Factory,Greenyy,Daze feat. IA Remix,81580511,7.27,8.38
of Ambrosia,Renn241,ALESDA! - Lost,81583127,29.00,3.17
Spectrum Split,Addsomething,{dj-N} Robotic Nightmares,81586966,N/A,N/A
EvnosCore,iiiEvnosiii,Dry Out,81602361,3.45,6.20
Capital Punishment,friendless,Monolith,81608598,3.00,7.56
Tunneling Vermin,YoReid,The Maze Of Mayonnaise,81611247,4.95,7.89
Regain Control,Vizitek,Shirobon - Regain Control,81617669,2.09,6.97
HoaL,Akszeel,Creo - Ahead Of The Curve,81617828,5.73,5.00
Hidden Journey,GDSkulll,"By Day, By Night",81628687,7.40,5.00
TRIANGULAR,zNickname,Deathro - Through the Eye of a Prism [csx42 Remix],81636212,12.50,9.00
LightShow,oleki,LASER8000,81655996,10.89,8.75
IMAPHONE,Azuvy,We Are Ruined,81656376,28.67,7.33
Desolation iii,ch4rlie03,Koraii - Sanctuary,81657786,12.12,6.83
Stop Folowing Me,MaxxoRMeN,Infinite Loading Screen,81658196,6.38,8.00
shy skies,bunch,Geoxor - Shaii,81669594,16.55,7.54
GEODE,ImMaxX1,CATCH THAT EMERALD!,81688494,21.73,8.40
Wind Up,SweetyDaniX,TheFatRat - Upwind,81689997,6.50,5.50
Tripulante,Tommasso,A Tiny Spaceships Final Missi,81699240,2.30,6.96
WAAAAAAAAAAAAAAAAAAH,EffRat,Waluigi Pinball Remix,81702995,7.25,6.19
qoUEO,GhostVandalf,-Cove-,81721025,33.00,7.67
The Tears Beneath,IFFFFFFFFFFFF,Creo - Endless,81725236,21.30,7.20
Uplink,SkylarkyXD,Vain Star,81726232,21.43,5.50
CROSS HATCH,Split72,space tamale,81730370,3.10,6.61
Fast n Spicy,spark,SQUARE PERCEPTION - ROCK ON,81742215,4.44,7.25
it back,HangyKing,Say It Back,81744548,21.26,5.87
Through The Aether,BibbyDib111,Paper Skies - Flowstate,81748963,16.87,5.59
Tron,FunnyGame,10 Tron: The Legacy,81753058,24.00,2.67
Prisma,CooperSuper8,Deathro - Through the Eye of a Prism [csx42 Remix],81754967,25.67,5.00
Soar,Puueds,-Welkin Wing-,81764520,5.74,6.42
Gruselnacht,FreezeDash,Hexennacht ~P~,81781838,2.25,6.77
Sparkle,Artmix42,Insurgent [MSB] (NGADM),81787230,9.13,7.17
Amelioration,DubstepFanatic,Walkin In The Rain,81799275,7.22,7.67
The Last Treasure,shaggy23,Bossfight - Captain Cool,81806143,6.25,7.63
Mangut 2022,mangut,Without Fervour,81809708,4.35,6.79
Delightful Blossoms,Sparkle224,Thought,81816424,19.07,7.85
whowhatwherewhenwhy,Elisione,whats that ???,81825825,16.51,8.00
7NSffect,Sawatary,Creo - Never Make It,81830152,11.67,6.50
Juan,Xypheeeer,PANDA EYES - ANTIPIXEL,81861461,3.73,5.92
Luminescent,Nova4664,Sharks - Mermaid,81863904,1.04,7.62
soft fuzzy man,quantuum,SOFT FUZZY MAN,81867250,8.15,7.50
ETOH,cometface,Kiloton Icwater,81880541,13.00,8.27
idk im bored,xDiji,Outbreaker,81888299,10.06,8.81
Delusion,HTigerzGD,Thoughts,81888927,1.71,6.44
BRB,kcool101,Neon Raver,81901277,7.66,7.08
Retention Rush,TheBlackHell,Big Effin Gun,81906166,29.00,9.00
SOUL OR SYSTEM,smear,Kiloton Icwater,81925556,2.91,7.59
ACC,PDKGD,Instant Reaction,81937422,11.04,7.83
Semicolon 3,TheRealXFuture,Creo - Slow Down,81944593,22.07,6.89
HYPERMANIA,para,Vapor,81948472,12.92,8.22
Land of Frogs,TheZinkYT,Amphibia Theme Remix,81949828,15.68,7.48
Red Horizon,BubblesGMD,Creo - Red Horizon,81972926,19.77,6.00
Godhead,8uua,Detious - Divinity (VIP),81992249,4.75,7.24
BIG FLOPPA,OFFmind,Salvation,81993851,15.42,4.21
Dedohexdragon,royen,Clubstep,81998680,N/A,N/A
Frenzy,Ayanakodji,Madness Awaking (feat. Hatsune Miku),81998718,14.29,6.75
Lightning Speed,LazerBlitz,-Lightspeed-,82015235,11.20,7.63
Dip,ToastLord,Creo - Reflections,82026581,6.40,7.64
Frigid Fjord,Umbraleviathan,Lure,82029149,2.93,6.67
Voltage,kelemsk,Volt,82031904,1.91,6.46
Maniac,PhantomX,xKore - Die Bitch!,82039302,10.73,7.89
Paystation,Steedlan,How To Adventure,82050378,5.22,6.57
Celestial Inertia,Striked20,Synthion - Comet,82091055,13.83,8.07
meow,MrGm211,apricot special,82092116,20.11,7.91
WARZONE,kentik,Warzone [Unfinished],82104326,14.07,5.75
modus,ElectricNJ,Claire,82106233,7.30,8.47
Trek,OliSW,Far Fetched OST - 02 - Into the Woods!,82135935,5.36,5.98
THe LaCheLn nt,KoEki,The Scrap Boy OFF VOCAL,82141471,4.83,6.50
BROWNOIX,ArtaxFerSarh,Pentagram Incident,82148336,22.69,8.45
Energetic Stardust,Vitol64,Blippblipp (modern 8bit),82164023,2.03,6.76
Dimension Hopper,SleyGD,mines.ogg (unused),82166068,4.63,6.48
H,Starbom,Bass Knight,82170150,8.76,6.69
Cobwebs,NineDice,Cerebral Cobweb (okuu remix) (edited),82172844,33.00,7.50
Viaje Melancolico,Delicious8,Ocean Blue,82178114,4.37,4.67
overnight,N1mda,La Llorona,82210980,14.24,6.89
untitled unmastered,para,Koraii - Scarlet,82217720,31.67,7.00
inanimate INSANITY,handsomeorange,Buzztone Symphony,82225395,29.00,6.50
Sinister Silence,Wahffle,Native Construct - The Spark of The Archon (Sinister Silence Cover),82249742,N/A,N/A
WATERFALL,a2susie,Skybreak - Waterfall,82261227,12.75,7.22
INSANITY,DangerKat,Awake - Supernova,82273446,18.20,7.60
fake oblivion,Gabbs,Rising Sun,82289713,1.15,6.34
Macromolecules,BuiltInMacro,Myriad (Original Mix),82290013,3.25,6.34
Input Code,Rockwizard5,Final Boss,82292721,18.00,0.00
simulation swarm,sprei,native,82307650,9.73,7.66
DangeriouS,Durmar,TERRANOVA0900,82310746,4.80,2.75
Teleporter,Tinraz,Teleporter,82310797,2.89,6.42
DE4D,therealjollunen,Geoxor & SVRGE - DEAD,82332077,2.12,6.41
Hell Gate,Xxdorian,Panda Eyes X FYER - Shuriken,82335470,15.96,5.95
Welcome to your mind,purplegalaxy,Spencer Maro - Fireflies,82341813,23.67,7.33
Asterisk,Nemsy,Elemelons,82347990,3.00,6.32
SL8O,mbedsun,Jomekka - Eighto,82348741,23.04,5.63
owen is she ii,ljisl,SSJ3 - Septette/Princess,82360413,12.20,6.00
Astrum,ImMaxX1,Dark Angel - F-777,82363775,10.36,8.76
Lim,Emily419,brt,82364304,8.71,6.58
